slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,community_rating
bomb-jack,Bomb Jack,0,"[{'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4'}}, {'platform': {'id': 11, 'name': 'Wii', 'slug': 'wii'}}, {'platform': {'id': 26, 'name': 'Game Boy', 'slug': 'game-boy'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/ada/adaf2a1c4b631509dc5ec000c599778f.jpg,3.5,4,"[{'id': 4, 'title': 'recommended', 'count': 3, 'percent': 50.0}, {'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 16.67}, {'id': 3, 'title': 'meh', 'count': 1, 'percent': 16.67}, {'id': 1, 'title': 'skip', 'count': 1, 'percent': 16.67}]",6,0,21,"{'yet': 2, 'owned': 8, 'beaten': 4, 'toplay': 2, 'dropped': 5}",,284,2022-07-10T17:33:17,54983,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 217412, 'image_background': 'https://media.rawg.io/media/games/f87/f87457e8347484033cb34cde6101d08d.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 37026, 'image_background': 'https://media.rawg.io/media/games/ec3/ec3a7db7b8ab5a71aad622fe7c62632f.jpg'}, {'id': 418, 'name': '2 players', 'slug': '2-players', 'language': 'eng', 'games_count': 1244, 'image_background': 'https://media.rawg.io/media/games/5b4/5b4af50ce68cf94dcab24f3dba33eaab.jpg'}]",,,6,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/ada/adaf2a1c4b631509dc5ec000c599778f.jpg'}, {'id': 743961, 'image': 'https://media.rawg.io/media/screenshots/e72/e72b4e13d84fe669ad4501349d63445f.jpg'}, {'id': 743962, 'image': 'https://media.rawg.io/media/screenshots/ef3/ef3fd5a57a7a35a36b481d3566739266.jpg'}, {'id': 743963, 'image': 'https://media.rawg.io/media/screenshots/2ec/2ecbc971ac9364781409949f0b240778.jpg'}, {'id': 743964, 'image': 'https://media.rawg.io/media/screenshots/99d/99d9242eb7c1cbde24462904e764a46f.jpg'}, {'id': 743965, 'image': 'https://media.rawg.io/media/screenshots/702/702eb9f2e77af57c54229a8c828ce383.jpg'}, {'id': 743966, 'image': 'https://media.rawg.io/media/screenshots/52a/52a3327362531c8440a7e1dcf7caaf37.jpg'}]","[{'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],
ghostbusters-1984,Ghostbusters (1984),0,"[{'platform': {'id': 49, 'name': 'NES', 'slug': 'nes'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 23, 'name': 'Atari 2600', 'slug': 'atari-2600'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}, {'platform': {'id': 74, 'name': 'SEGA Master System', 'slug': 'sega-master-system'}}]",,1984-12-31,False,,0.0,4,"[{'id': 4, 'title': 'recommended', 'count': 3, 'percent': 60.0}, {'id': 3, 'title': 'meh', 'count': 2, 'percent': 40.0}]",5,0,20,"{'owned': 11, 'beaten': 2, 'toplay': 1, 'dropped': 6}",,0,2023-04-15T23:39:29,292824,,,"[{'id': 5816, 'name': 'console', 'slug': 'console', 'language': 'eng', 'games_count': 1388, 'image_background': 'https://media.rawg.io/media/games/af2/af2b640fa820e8a8135948a4cd399539.jpg'}, {'id': 1709, 'name': 'work', 'slug': 'work', 'language': 'eng', 'games_count': 9184, 'image_background': 'https://media.rawg.io/media/games/4fe/4feffcec6315c5f5a96442a8444431ca.jpg'}, {'id': 1411, 'name': 'build', 'slug': 'build', 'language': 'eng', 'games_count': 5005, 'image_background': 'https://media.rawg.io/media/games/e97/e97a6bbdcfe0107ca907654eec8ff67d.jpg'}, {'id': 275, 'name': 'Movie', 'slug': 'movie', 'language': 'eng', 'games_count': 1017, 'image_background': 'https://media.rawg.io/media/screenshots/64d/64dc39fbf4fb5e1df988564900b0a02c.jpg'}, {'id': 1497, 'name': 'car', 'slug': 'car', 'language': 'eng', 'games_count': 7443, 'image_background': 'https://media.rawg.io/media/games/da8/da86a74c94d6516f31dcec888c14488f.jpg'}, {'id': 731, 'name': 'NES', 'slug': 'nes', 'language': 'eng', 'games_count': 1335, 'image_background': 'https://media.rawg.io/media/games/e2b/e2bab181cb77e118dd5d11824a1c84d0.jpg'}, {'id': 1534, 'name': 'atari', 'slug': 'atari', 'language': 'eng', 'games_count': 1155, 'image_background': 'https://media.rawg.io/media/screenshots/c4c/c4c6b10af25760e2be5cd71327e935c0.jpg'}]",,,5,0f0f0f,0f0f0f,[],"[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 11, 'name': 'SEGA', 'slug': 'sega'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",
karate-champ-1984,Karate Champ (1984),0,"[{'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4'}}, {'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 11, 'name': 'Wii', 'slug': 'wii'}}, {'platform': {'id': 49, 'name': 'NES', 'slug': 'nes'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-07-01,False,https://media.rawg.io/media/screenshots/7af/7af93e4415e3f90c438501df94c67177.jpg,0.0,3,"[{'id': 3, 'title': 'meh', 'count': 2, 'percent': 40.0}, {'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 20.0}, {'id': 4, 'title': 'recommended', 'count': 1, 'percent': 20.0}, {'id': 1, 'title': 'skip', 'count': 1, 'percent': 20.0}]",5,0,20,"{'yet': 1, 'owned': 8, 'beaten': 5, 'toplay': 3, 'dropped': 3}",,182,2019-08-17T04:34:28,53888,,,"[{'id': 418, 'name': '2 players', 'slug': '2-players', 'language': 'eng', 'games_count': 1244, 'image_background': 'https://media.rawg.io/media/screenshots/321/321da692849a96bf61ac07b28fd7d023.jpg'}]",,,5,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/7af/7af93e4415e3f90c438501df94c67177.jpg'}, {'id': 736357, 'image': 'https://media.rawg.io/media/screenshots/2a1/2a1f9013d845c22aebf43807db7c27f6.jpg'}, {'id': 736358, 'image': 'https://media.rawg.io/media/screenshots/989/9898ca62f8c3cda25aa8f7c8d834689c.jpg'}, {'id': 736359, 'image': 'https://media.rawg.io/media/screenshots/406/4063599923e527c83238dff1f1901047.jpg'}, {'id': 736360, 'image': 'https://media.rawg.io/media/screenshots/252/2522cfdde484946cb173eae1304aec1d.jpg'}, {'id': 736361, 'image': 'https://media.rawg.io/media/screenshots/cfc/cfca3ac609622300fe4955453ceadde7.jpg'}, {'id': 736362, 'image': 'https://media.rawg.io/media/screenshots/a2e/a2e42be7cef28964c0f9a88539741d77.jpg'}]","[{'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 6, 'name': 'Fighting', 'slug': 'fighting'}]",
summer-games,Summer Games,0,"[{'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 28, 'name': 'Atari 7800', 'slug': 'atari-7800'}}, {'platform': {'id': 23, 'name': 'Atari 2600', 'slug': 'atari-2600'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}, {'platform': {'id': 50, 'name': 'Atari XEGS', 'slug': 'atari-xegs'}}, {'platform': {'id': 74, 'name': 'SEGA Master System', 'slug': 'sega-master-system'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/dd0/dd0e6c57b53b2abe423d93d719fa3f7c.jpg,4.17,4,"[{'id': 4, 'title': 'recommended', 'count': 5, 'percent': 83.33}, {'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 16.67}]",7,0,19,"{'owned': 8, 'beaten': 5, 'toplay': 3, 'dropped': 3}",,230,2022-07-11T05:28:17,52605,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 37503, 'image_background': 'https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg'}]",,,6,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/dd0/dd0e6c57b53b2abe423d93d719fa3f7c.jpg'}, {'id': 727698, 'image': 'https://media.rawg.io/media/screenshots/5ee/5ee94fbeb43e194e84708887aeacf0ca.jpg'}, {'id': 727699, 'image': 'https://media.rawg.io/media/screenshots/3c5/3c57fa0b6483dc1043c9b90c7fe4f4b0.jpg'}, {'id': 727700, 'image': 'https://media.rawg.io/media/screenshots/0fe/0fee4e4ad8f6c654545e99f026c8bba3.jpg'}, {'id': 727701, 'image': 'https://media.rawg.io/media/screenshots/696/69657afb95acf878be2bfc57a2da0c34.jpg'}, {'id': 727702, 'image': 'https://media.rawg.io/media/screenshots/dc6/dc6055b329eb21a1e159b136f0043d44.jpg'}, {'id': 727703, 'image': 'https://media.rawg.io/media/screenshots/9e9/9e9272ad539a6b4195b22b0baea87f02.jpg'}]","[{'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 11, 'name': 'SEGA', 'slug': 'sega'}}]","[{'id': 15, 'name': 'Sports', 'slug': 'sports'}]",
pitfall-ii-lost-caverns,Pitfall II: Lost Caverns,0,"[{'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 31, 'name': 'Atari 5200', 'slug': 'atari-5200'}}, {'platform': {'id': 23, 'name': 'Atari 2600', 'slug': 'atari-2600'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/750/7500165f0327d8d8efb79dc490119893.jpg,0.0,0,[],0,0,18,"{'yet': 1, 'owned': 9, 'beaten': 2, 'toplay': 3, 'dropped': 3}",,222,2019-08-28T22:02:34,52564,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 216849, 'image_background': 'https://media.rawg.io/media/games/4a0/4a0a1316102366260e6f38fd2a9cfdce.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/750/7500165f0327d8d8efb79dc490119893.jpg'}, {'id': 727310, 'image': 'https://media.rawg.io/media/screenshots/773/773b11fb377de8758e6b29c6ead28882.jpg'}, {'id': 727311, 'image': 'https://media.rawg.io/media/screenshots/7a4/7a46e6741523cc17954ba41e12691381.jpg'}, {'id': 727312, 'image': 'https://media.rawg.io/media/screenshots/5e0/5e072d12ea92b82f13f470e5722e23ff.jpg'}, {'id': 727313, 'image': 'https://media.rawg.io/media/screenshots/cf8/cf88179d1b8d6e472433286121c2a3c5.jpg'}, {'id': 727314, 'image': 'https://media.rawg.io/media/screenshots/476/47674152bdc70bb6ed2a30af86c44373.jpg'}, {'id': 727315, 'image': 'https://media.rawg.io/media/screenshots/af0/af0f447de3487972f18243b13a6d112a.jpg'}]","[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
deus-ex-machina,Deus Ex Machina,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/4a7/4a7eaaa88721c3cac8f0bcb5dd2f70ea.jpg,0.0,0,"[{'id': 1, 'title': 'skip', 'count': 2, 'percent': 66.67}, {'id': 3, 'title': 'meh', 'count': 1, 'percent': 33.33}]",3,0,18,"{'yet': 2, 'owned': 7, 'beaten': 3, 'toplay': 3, 'dropped': 2, 'playing': 1}",,114,2019-08-28T22:25:58,56429,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 206499, 'image_background': 'https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg'}]",,,3,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/4a7/4a7eaaa88721c3cac8f0bcb5dd2f70ea.jpg'}, {'id': 754555, 'image': 'https://media.rawg.io/media/screenshots/941/941f451a112bf39b7fefbced1d3d2174.jpg'}, {'id': 754556, 'image': 'https://media.rawg.io/media/screenshots/a21/a2104392b586909cdeafe0359755326e.jpg'}, {'id': 754557, 'image': 'https://media.rawg.io/media/screenshots/b84/b8428ed0e6e87a740fc05cc58ed46265.jpg'}, {'id': 754558, 'image': 'https://media.rawg.io/media/screenshots/e29/e29bf276b5ec5c08635004d3139a124c.jpg'}, {'id': 754559, 'image': 'https://media.rawg.io/media/screenshots/94d/94dd58d889046fdc48e828057f531f4c.jpg'}, {'id': 754560, 'image': 'https://media.rawg.io/media/screenshots/b6a/b6a3fc91a749d22dd85ed7021484b093.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
gremlins,Gremlins,0,"[{'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 31, 'name': 'Atari 5200', 'slug': 'atari-5200'}}, {'platform': {'id': 23, 'name': 'Atari 2600', 'slug': 'atari-2600'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/678/6786598cba3939d48ed60cbd1a3723f4.jpg,0.0,0,[],0,0,16,"{'yet': 2, 'owned': 6, 'beaten': 3, 'toplay': 4, 'dropped': 1}",,280,2019-01-09T12:41:06,52426,,,"[{'id': 418, 'name': '2 players', 'slug': '2-players', 'language': 'eng', 'games_count': 1244, 'image_background': 'https://media.rawg.io/media/screenshots/321/321da692849a96bf61ac07b28fd7d023.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/678/6786598cba3939d48ed60cbd1a3723f4.jpg'}, {'id': 726043, 'image': 'https://media.rawg.io/media/screenshots/7da/7da6b014e9624e9d42e30d05993d3761.jpg'}, {'id': 726044, 'image': 'https://media.rawg.io/media/screenshots/355/35598cf3230a05d9a824136b45dc319f.jpg'}, {'id': 726045, 'image': 'https://media.rawg.io/media/screenshots/f4d/f4da7a3b35bdd663e00ca87d10556dac.jpg'}, {'id': 726046, 'image': 'https://media.rawg.io/media/screenshots/62b/62b9c4403c4d8597892f6ed397931dfb.jpg'}, {'id': 726047, 'image': 'https://media.rawg.io/media/screenshots/070/07020012728dbed3d7893faedc71a431.jpg'}, {'id': 726048, 'image': 'https://media.rawg.io/media/screenshots/237/2374b749dc6c012a78133caa244b6e8a.jpg'}]","[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
devil-world,Devil World,0,"[{'platform': {'id': 8, 'name': 'Nintendo 3DS', 'slug': 'nintendo-3ds'}}, {'platform': {'id': 10, 'name': 'Wii U', 'slug': 'wii-u'}}, {'platform': {'id': 11, 'name': 'Wii', 'slug': 'wii'}}, {'platform': {'id': 49, 'name': 'NES', 'slug': 'nes'}}]",,1984-10-05,False,https://media.rawg.io/media/screenshots/475/47527ee15667d20fd9e45aafa1a729ff.jpg,0.0,0,"[{'id': 3, 'title': 'meh', 'count': 4, 'percent': 100.0}]",4,0,16,"{'yet': 1, 'owned': 5, 'beaten': 3, 'toplay': 2, 'dropped': 5}",,130,2022-08-18T15:28:22,53785,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 37503, 'image_background': 'https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg'}]",,,4,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/475/47527ee15667d20fd9e45aafa1a729ff.jpg'}, {'id': 735355, 'image': 'https://media.rawg.io/media/screenshots/b09/b09edf028272936c053659c2833dfd15.jpg'}, {'id': 735356, 'image': 'https://media.rawg.io/media/screenshots/6d4/6d456854001c5395e97cbe3727b27575.jpg'}, {'id': 735357, 'image': 'https://media.rawg.io/media/screenshots/cae/caef4f70bc21e73675332fa83a87884a.jpg'}, {'id': 735358, 'image': 'https://media.rawg.io/media/screenshots/706/7066d163048bffcc714af3bfc472b837.jpg'}, {'id': 735359, 'image': 'https://media.rawg.io/media/screenshots/856/8563b027e5c27dd17166d65b14189e38.jpg'}, {'id': 735360, 'image': 'https://media.rawg.io/media/screenshots/786/78676060dbdb7b7724c239f1e9c071a3.jpg'}]","[{'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}]",[],0.0
seicross,Seicross,0,"[{'platform': {'id': 10, 'name': 'Wii U', 'slug': 'wii-u'}}, {'platform': {'id': 11, 'name': 'Wii', 'slug': 'wii'}}, {'platform': {'id': 49, 'name': 'NES', 'slug': 'nes'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/d20/d20e126133d3473141298a14e3be45b5.jpg,3.83,4,"[{'id': 4, 'title': 'recommended', 'count': 3, 'percent': 50.0}, {'id': 3, 'title': 'meh', 'count': 2, 'percent': 33.33}, {'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 16.67}]",6,0,16,"{'owned': 6, 'beaten': 2, 'toplay': 3, 'dropped': 5}",,227,2022-08-18T15:40:00,54033,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 209865, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}]",,,6,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/d20/d20e126133d3473141298a14e3be45b5.jpg'}, {'id': 737633, 'image': 'https://media.rawg.io/media/screenshots/27b/27bec402e5980eb708df8841f6d8174f.jpg'}, {'id': 737634, 'image': 'https://media.rawg.io/media/screenshots/f11/f11860ecce48f5bae21b16109f59cb8e.jpg'}, {'id': 737635, 'image': 'https://media.rawg.io/media/screenshots/fdf/fdf57d171dc88c3a5fc0bde84216f639.jpg'}, {'id': 737636, 'image': 'https://media.rawg.io/media/screenshots/16e/16ec4f8ef435b7885bc4496676772841.jpg'}, {'id': 737637, 'image': 'https://media.rawg.io/media/screenshots/fd7/fd7b00bc29936d355cbfd085bbd96647.jpg'}, {'id': 737638, 'image': 'https://media.rawg.io/media/screenshots/88c/88c75523c9f7d00d4889f76febd4c34d.jpg'}]","[{'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}]","[{'id': 1, 'name': 'Racing', 'slug': 'racing'}]",
mickeys-space-adventure,Mickey's Space Adventure,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/287/287749b3cb740bc5006e7cb4f358792b.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 1, 'percent': 100.0}]",1,0,15,"{'yet': 1, 'owned': 6, 'beaten': 3, 'toplay': 3, 'dropped': 2}",,181,2023-02-08T10:51:42,56642,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 207277, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/287/287749b3cb740bc5006e7cb4f358792b.jpg'}, {'id': 756252, 'image': 'https://media.rawg.io/media/screenshots/38c/38c56462b4ab365b4d5c6ba64c61b2db.jpg'}, {'id': 756253, 'image': 'https://media.rawg.io/media/screenshots/ca1/ca10b76493d96da4f52a94a6adbf40b4.jpg'}, {'id': 756254, 'image': 'https://media.rawg.io/media/screenshots/0b8/0b8d2bea2ce7a5c420817157435849de.jpg'}, {'id': 756255, 'image': 'https://media.rawg.io/media/screenshots/d71/d7112006ad546879678b0c5a884061ba.jpg'}, {'id': 756256, 'image': 'https://media.rawg.io/media/screenshots/2dd/2dd1dfb3ad4f3ec195c47bf5a3bcba02.jpg'}, {'id': 756257, 'image': 'https://media.rawg.io/media/screenshots/5e6/5e6b678182ba7e220c26a33f4671dc41.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}]",0.0
pitstop-ii,Pitstop II,0,"[{'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 11, 'name': 'Wii', 'slug': 'wii'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-08-08,False,https://media.rawg.io/media/screenshots/224/22467d748f535abddd27c1535643c031.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 2, 'percent': 100.0}]",2,0,15,"{'yet': 1, 'owned': 5, 'beaten': 2, 'toplay': 3, 'dropped': 4}",,241,2019-08-28T22:00:20,56703,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 214040, 'image_background': 'https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg'}, {'id': 351, 'name': 'Two-player', 'slug': 'two-player', 'language': 'eng', 'games_count': 282, 'image_background': 'https://media.rawg.io/media/screenshots/f03/f03bef7dd3487c2c8e274c206130762c.jpg'}]",,,2,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/224/22467d748f535abddd27c1535643c031.jpg'}, {'id': 756702, 'image': 'https://media.rawg.io/media/screenshots/b3d/b3d6b02d6d25ed93dde64a281a9a9c19.jpg'}, {'id': 756703, 'image': 'https://media.rawg.io/media/screenshots/152/1524697049100840ab101373afb788bd.jpg'}, {'id': 756704, 'image': 'https://media.rawg.io/media/screenshots/f7c/f7ccb27b917fdfdf6e1f56d1661a9b3d.jpg'}, {'id': 756705, 'image': 'https://media.rawg.io/media/screenshots/b50/b50b7e191ebf3f2cca448b4693e31eb3.jpg'}, {'id': 756706, 'image': 'https://media.rawg.io/media/screenshots/d6e/d6e1a55b99081df45584376a12184e34.jpg'}, {'id': 756707, 'image': 'https://media.rawg.io/media/screenshots/9d7/9d7b924472da2d91951d0743d0aa3285.jpg'}]","[{'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 1, 'name': 'Racing', 'slug': 'racing'}]",0.0
archon,Archon,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/537/53758d11500d1bc7c8f499c1212657a5.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 1, 'percent': 50.0}, {'id': 1, 'title': 'skip', 'count': 1, 'percent': 50.0}]",2,0,14,"{'yet': 1, 'owned': 7, 'beaten': 3, 'toplay': 2, 'dropped': 1}",,22,2023-02-08T10:51:45,33171,,,[],,,2,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/537/53758d11500d1bc7c8f499c1212657a5.jpg'}, {'id': 336756, 'image': 'https://media.rawg.io/media/screenshots/640/64031bd7f18fb83fc5031815e5425dc7.jpg'}, {'id': 336757, 'image': 'https://media.rawg.io/media/screenshots/537/53758d11500d1bc7c8f499c1212657a5.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 10, 'name': 'Strategy', 'slug': 'strategy'}, {'id': 11, 'name': 'Arcade', 'slug': 'arcade'}, {'id': 6, 'name': 'Fighting', 'slug': 'fighting'}]",0.0
