slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,community_rating
bc-bill,B.C. Bill,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/996/996631df808ce3c6c64092bed3d788f6.jpg,0.0,0,[],0,0,8,"{'owned': 4, 'beaten': 2, 'toplay': 1, 'dropped': 1}",,168,2019-08-28T22:25:59,56330,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/996/996631df808ce3c6c64092bed3d788f6.jpg'}, {'id': 753830, 'image': 'https://media.rawg.io/media/screenshots/87d/87d1a0afea409de46cc50b33cf0eba36.jpg'}, {'id': 753831, 'image': 'https://media.rawg.io/media/screenshots/879/8792778f61f3ccaf481f680b976f045d.jpg'}, {'id': 753832, 'image': 'https://media.rawg.io/media/screenshots/2af/2afcc44801fcbb4d04abc6858cb45b8e.jpg'}, {'id': 753833, 'image': 'https://media.rawg.io/media/screenshots/239/239115576801e9f5c0bd553e06e46f0f.jpg'}, {'id': 753834, 'image': 'https://media.rawg.io/media/screenshots/6c1/6c1b42a57fcbd7654e6c09910a640ef2.jpg'}, {'id': 753835, 'image': 'https://media.rawg.io/media/screenshots/801/8019ef7ffeb5eb0ace7819e01f1b520c.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
the-staff-of-karnath,The Staff of Karnath,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/a32/a3256afc389f422f7c5dd4923539db74.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,262,2019-08-28T22:00:17,56801,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/a32/a3256afc389f422f7c5dd4923539db74.jpg'}, {'id': 757417, 'image': 'https://media.rawg.io/media/screenshots/d12/d124ef6c98f4832e9ee9da6f4f33cb82.jpg'}, {'id': 757418, 'image': 'https://media.rawg.io/media/screenshots/859/85905dcae9d0f552d97dc3b0fd7dd884.jpg'}, {'id': 757419, 'image': 'https://media.rawg.io/media/screenshots/e43/e4339254d4d75b0acfb652c7b374ea69.jpg'}, {'id': 757420, 'image': 'https://media.rawg.io/media/screenshots/686/686cb6c48349fbba405adf56f9725b13.jpg'}, {'id': 757421, 'image': 'https://media.rawg.io/media/screenshots/b3d/b3d082e0b82e544661e2805e3e3968e3.jpg'}, {'id': 757422, 'image': 'https://media.rawg.io/media/screenshots/c10/c10b2ffa2c6f480aa862f0ad687697b9.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
stock-car,Stock Car,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,0,2019-08-28T22:00:17,56811,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 351, 'name': 'Two-player', 'slug': 'two-player', 'language': 'eng', 'games_count': 282, 'image_background': 'https://media.rawg.io/media/screenshots/5fc/5fc72774a3c25606c1300b74da6ef791.jpg'}]",,,0,0f0f0f,0f0f0f,[],"[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 1, 'name': 'Racing', 'slug': 'racing'}]",0.0
hareraiser,Hareraiser,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,0,2019-08-28T22:25:46,58041,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,[],"[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}]",0.0
daredevil-dennis,Daredevil Dennis,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,,0.0,0,[],0,0,8,"{'owned': 4, 'beaten': 2, 'toplay': 1, 'dropped': 1}",,0,2019-08-28T22:25:58,56416,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,[],"[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
bc-ii-grogs-revenge,B.C. II: Grog's Revenge,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/066/066295effb1f833649d731227a4481d8.jpg,0.0,0,[],0,0,8,"{'owned': 4, 'beaten': 2, 'toplay': 1, 'dropped': 1}",,135,2019-08-28T22:00:32,56332,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/066/066295effb1f833649d731227a4481d8.jpg'}, {'id': 753853, 'image': 'https://media.rawg.io/media/screenshots/3f2/3f2514628243342747353a14694831fc.jpg'}, {'id': 753854, 'image': 'https://media.rawg.io/media/screenshots/97f/97fc2bb00912a5f6bab77513fcf383c7.jpg'}, {'id': 753855, 'image': 'https://media.rawg.io/media/screenshots/ff5/ff58ffe6fb6a48b17af647b1793ff3cb.jpg'}, {'id': 753856, 'image': 'https://media.rawg.io/media/screenshots/931/9319695bd311edb5840a575df69685a4.jpg'}, {'id': 753857, 'image': 'https://media.rawg.io/media/screenshots/0cf/0cf6fc9e729b58ea421cf6a37e54fd6f.jpg'}, {'id': 753858, 'image': 'https://media.rawg.io/media/screenshots/e72/e721a8cad1be0a733f65b0884a330a58.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
kong-strikes-back,Kong Strikes Back!,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/eaa/eaa1887f570519121b02d640e0b6dfde.jpg,0.0,0,"[{'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 100.0}]",1,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,280,2019-08-28T22:00:24,56595,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/eaa/eaa1887f570519121b02d640e0b6dfde.jpg'}, {'id': 755893, 'image': 'https://media.rawg.io/media/screenshots/d0c/d0c09f84553efdbb441b65f872f8d20a.jpg'}, {'id': 755894, 'image': 'https://media.rawg.io/media/screenshots/d00/d007f3b3896948d5a5f5493d411e6c27.jpg'}, {'id': 755895, 'image': 'https://media.rawg.io/media/screenshots/2fb/2fbfe72515e427a39f524dd62f735ea5.jpg'}, {'id': 755896, 'image': 'https://media.rawg.io/media/screenshots/692/692a7271f9a1dc2b1437e7f815f2fa1b.jpg'}, {'id': 755897, 'image': 'https://media.rawg.io/media/screenshots/b99/b99634146a2d9cd5a7d14110842878cc.jpg'}, {'id': 755898, 'image': 'https://media.rawg.io/media/screenshots/a3c/a3cb411bb3a19a50927c272f56f2133d.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
spirit-of-the-stones,Spirit of the Stones,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/323/323c67feb952bd193ae603476c509260.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,180,2019-08-28T22:00:18,56792,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/323/323c67feb952bd193ae603476c509260.jpg'}, {'id': 757350, 'image': 'https://media.rawg.io/media/screenshots/4c7/4c7f1b3b7bdb54a7c1b641e3195f5c69.jpg'}, {'id': 757351, 'image': 'https://media.rawg.io/media/screenshots/275/275dbec1790b21216ddfb17364fad8ee.jpg'}, {'id': 757352, 'image': 'https://media.rawg.io/media/screenshots/bf4/bf46a5d9399c7938f7b41eb7c3bc5511.jpg'}, {'id': 757353, 'image': 'https://media.rawg.io/media/screenshots/045/04568b4f0459d7afaa1d01410f8bad5e.jpg'}, {'id': 757354, 'image': 'https://media.rawg.io/media/screenshots/57a/57a1d2240ee183d38270be623ecc7542.jpg'}, {'id': 757355, 'image': 'https://media.rawg.io/media/screenshots/196/19628e6b4734470d17622551f7ee558c.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
hercules,Hercules,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/40f/40f44e849beb361ca7393bffc0d0af19.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,50,2019-01-09T12:41:06,56542,,,"[{'id': 2960, 'name': 'alpha', 'slug': 'alpha', 'language': 'eng', 'games_count': 836, 'image_background': 'https://media.rawg.io/media/screenshots/13e/13e6e314977955c8eaf1d3193fa74752.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/40f/40f44e849beb361ca7393bffc0d0af19.jpg'}, {'id': 755416, 'image': 'https://media.rawg.io/media/screenshots/fef/fef6f5c337abb5e93f62d007dcb1d2f1.jpg'}, {'id': 755417, 'image': 'https://media.rawg.io/media/screenshots/8e4/8e4e11522a414629cf837f9bc951b6a0.jpg'}, {'id': 755418, 'image': 'https://media.rawg.io/media/screenshots/93c/93c909e20e044519d7c701c7dcaf898e.jpg'}, {'id': 755419, 'image': 'https://media.rawg.io/media/screenshots/40f/40f44e849beb361ca7393bffc0d0af19.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
falcon-patrol-ii,Falcon Patrol II,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/272/272a15d2af8eddc488949b7da45d82a2.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,218,2019-08-28T22:00:28,56471,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/272/272a15d2af8eddc488949b7da45d82a2.jpg'}, {'id': 754877, 'image': 'https://media.rawg.io/media/screenshots/870/870f336f119eefa1540b963197d66bf9.jpg'}, {'id': 754878, 'image': 'https://media.rawg.io/media/screenshots/4eb/4eb7eeb11556010423bb9e4a669184ae.jpg'}, {'id': 754879, 'image': 'https://media.rawg.io/media/screenshots/32c/32c0b3b58e699dd9eed5605a1fc4fd0f.jpg'}, {'id': 754880, 'image': 'https://media.rawg.io/media/screenshots/1e2/1e2f64d523cb64b5028bbebec2bc9574.jpg'}, {'id': 754881, 'image': 'https://media.rawg.io/media/screenshots/d8e/d8e50c52ba7241666e52e6f7355699e7.jpg'}, {'id': 754882, 'image': 'https://media.rawg.io/media/screenshots/07f/07f65b04d22c4056866f177461f548d8.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
mr-wimpy,Mr. Wimpy,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,0,2019-01-09T12:41:06,56658,,,"[{'id': 1013, 'name': 'ocean', 'slug': 'ocean', 'language': 'eng', 'games_count': 834, 'image_background': 'https://media.rawg.io/media/screenshots/7d1/7d162b46194f8c9d579c914939ace019.jpg'}]",,,0,0f0f0f,0f0f0f,[],"[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
ducks-ahoy,Ducks Ahoy!,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/8c5/8c588530ff8642ea0456b47341b863c7.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,58,2019-08-28T22:00:29,56446,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/8c5/8c588530ff8642ea0456b47341b863c7.jpg'}, {'id': 754689, 'image': 'https://media.rawg.io/media/screenshots/280/280e8040b332ee6b36d3ac5db51e674b.jpg'}, {'id': 754690, 'image': 'https://media.rawg.io/media/screenshots/f5b/f5b9d588300b081b70ab8b7f6272facb.jpg'}, {'id': 754691, 'image': 'https://media.rawg.io/media/screenshots/4cf/4cf129de01959c1ef5c0b7efd2c584fa.jpg'}, {'id': 754692, 'image': 'https://media.rawg.io/media/screenshots/3d8/3d8380ef77e90924b01bbb304d2b615e.jpg'}, {'id': 754693, 'image': 'https://media.rawg.io/media/screenshots/a22/a220b0241a9196e292a6987ff7959a51.jpg'}, {'id': 754694, 'image': 'https://media.rawg.io/media/screenshots/d67/d67d72f09478524c0fc98f0a15ef95e6.jpg'}]","[{'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
eureka,Eureka!,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/730/730e0ee5938a5f63ae0839b645994b80.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,106,2019-08-28T22:00:28,56465,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/730/730e0ee5938a5f63ae0839b645994b80.jpg'}, {'id': 754831, 'image': 'https://media.rawg.io/media/screenshots/d9d/d9d78fece15a57b3f051effba40f8d34.jpg'}, {'id': 754832, 'image': 'https://media.rawg.io/media/screenshots/791/79175baefb742de8a6b2b50d0b563479.jpg'}, {'id': 754833, 'image': 'https://media.rawg.io/media/screenshots/73a/73a965e209eacc918574959b0dd5602c.jpg'}, {'id': 754834, 'image': 'https://media.rawg.io/media/screenshots/01a/01a4bb8f9dfc123ce2b01398d5257c03.jpg'}, {'id': 754835, 'image': 'https://media.rawg.io/media/screenshots/ac8/ac84648329529f9de583ca7434dcae79.jpg'}, {'id': 754836, 'image': 'https://media.rawg.io/media/screenshots/1a3/1a305ecd874c6288eea6aa660cabb180.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
realm-of-impossibility,Realm of Impossibility,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,0,2019-08-28T22:25:54,56729,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 418, 'name': '2 players', 'slug': '2-players', 'language': 'eng', 'games_count': 1017, 'image_background': 'https://media.rawg.io/media/screenshots/f9a/f9ac59bb4af2ca2193ee9ffb979577cf.jpg'}]",,,0,0f0f0f,0f0f0f,[],"[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
rally-speedway,Rally Speedway,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,0,2019-08-28T22:00:19,56722,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 418, 'name': '2 players', 'slug': '2-players', 'language': 'eng', 'games_count': 1017, 'image_background': 'https://media.rawg.io/media/screenshots/f9a/f9ac59bb4af2ca2193ee9ffb979577cf.jpg'}]",,,0,0f0f0f,0f0f0f,[],"[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 1, 'name': 'Racing', 'slug': 'racing'}]",0.0
loco-1984,Loco (1984),0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/717/7174dc8dfc8346678d4d70c0bdcfc875.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,129,2019-01-09T12:41:06,56612,,,"[{'id': 271, 'name': 'Remake', 'slug': 'remake', 'language': 'eng', 'games_count': 1620, 'image_background': 'https://media.rawg.io/media/screenshots/12e/12ee2600684863837596c0dbb1923fca.jpg'}, {'id': 136, 'name': 'Music', 'slug': 'music', 'language': 'eng', 'games_count': 24952, 'image_background': 'https://media.rawg.io/media/screenshots/b86/b865701cd371432f003768598039700f.jpg'}, {'id': 1709, 'name': 'work', 'slug': 'work', 'language': 'eng', 'games_count': 8988, 'image_background': 'https://media.rawg.io/media/screenshots/439/4397f836727bdd13bd38deeb4f7355bb_GacwmJ9.jpg'}, {'id': 3992, 'name': 'clone', 'slug': 'clone', 'language': 'eng', 'games_count': 984, 'image_background': 'https://media.rawg.io/media/screenshots/8a8/8a8d169cee81ef9e14421e56ce15ff22.jpg'}, {'id': 1534, 'name': 'atari', 'slug': 'atari', 'language': 'eng', 'games_count': 1155, 'image_background': 'https://media.rawg.io/media/screenshots/bd5/bd5a25d41a88489d31038becdb12f9ae.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/717/7174dc8dfc8346678d4d70c0bdcfc875.jpg'}, {'id': 756038, 'image': 'https://media.rawg.io/media/screenshots/87a/87a9a1c36cbdb84de89e513308569891.jpg'}, {'id': 756039, 'image': 'https://media.rawg.io/media/screenshots/a3a/a3ade41f301039ba76bd65f90d91df9d.jpg'}, {'id': 756040, 'image': 'https://media.rawg.io/media/screenshots/3f1/3f125b4f067eccad0cee1e88416de197.jpg'}, {'id': 756041, 'image': 'https://media.rawg.io/media/screenshots/717/7174dc8dfc8346678d4d70c0bdcfc875.jpg'}]","[{'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
space-taxi,Space Taxi,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/c85/c85091f96ba5110b6db83ff5b1a62b80.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 1, 'percent': 100.0}]",1,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 1, 'dropped': 2}",,135,2019-08-28T22:00:55,55644,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190705, 'image_background': 'https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 33748, 'image_background': 'https://media.rawg.io/media/games/15c/15c95a4915f88a3e89c821526afe05fc.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/c85/c85091f96ba5110b6db83ff5b1a62b80.jpg'}, {'id': 750031, 'image': 'https://media.rawg.io/media/screenshots/2d1/2d1dc7a3b36440803f6cfbaaf8d30da3.jpg'}, {'id': 750032, 'image': 'https://media.rawg.io/media/screenshots/c98/c98d582ad4bd5ded8bba230209f9e2d7.jpg'}, {'id': 750033, 'image': 'https://media.rawg.io/media/screenshots/de1/de13753a0a42bffa3dfd657e4b038b43.jpg'}, {'id': 750034, 'image': 'https://media.rawg.io/media/screenshots/3dd/3dd890cdc03c52b936b08e3518d41ae8.jpg'}, {'id': 750035, 'image': 'https://media.rawg.io/media/screenshots/c09/c09308e8210047687985e3f1cd89a7b3.jpg'}, {'id': 750036, 'image': 'https://media.rawg.io/media/screenshots/71a/71af6205d1c27580f74921b3b57832b1.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
skyfox,Skyfox,0,"[{'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/b9c/b9c3c9fe0c0d76efb8f06a65f06858d7.jpg,0.0,0,[],0,0,8,"{'owned': 4, 'beaten': 2, 'toplay': 1, 'dropped': 1}",,270,2019-08-28T22:26:02,55634,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190705, 'image_background': 'https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/b9c/b9c3c9fe0c0d76efb8f06a65f06858d7.jpg'}, {'id': 749935, 'image': 'https://media.rawg.io/media/screenshots/a54/a54cc6a300f7b7ceb382a1ac1f4fcd44.jpg'}, {'id': 749936, 'image': 'https://media.rawg.io/media/screenshots/4de/4de6818e4f7edc097644cf14aa6a2767.jpg'}, {'id': 749937, 'image': 'https://media.rawg.io/media/screenshots/6ff/6ff2e52ed7081bf7265b2a0c235565be.jpg'}, {'id': 749938, 'image': 'https://media.rawg.io/media/screenshots/399/39924a2e82c951f71b6fab29dd7d8124.jpg'}, {'id': 749939, 'image': 'https://media.rawg.io/media/screenshots/aa2/aa2c0dddaf3071431de71f596d29c67d.jpg'}, {'id': 749940, 'image': 'https://media.rawg.io/media/screenshots/4f5/4f57d6fec97ec54c0ccd7783a0c97b98.jpg'}]","[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
pedro,Pedro,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/f7b/f7b58fc768c19977174c96a0acd2dbfb.jpg,0.0,0,[],0,0,8,"{'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,111,2019-08-28T22:00:21,56689,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/f7b/f7b58fc768c19977174c96a0acd2dbfb.jpg'}, {'id': 756583, 'image': 'https://media.rawg.io/media/screenshots/ea5/ea520e382b3794be5ed19b7b723e73c7.jpg'}, {'id': 756584, 'image': 'https://media.rawg.io/media/screenshots/0d3/0d3557bd7a0ad8932074e56e436d162d.jpg'}, {'id': 756585, 'image': 'https://media.rawg.io/media/screenshots/435/435519bb3c2b1fc87697ab5610a36824.jpg'}, {'id': 756586, 'image': 'https://media.rawg.io/media/screenshots/c91/c912603c770a194789a4ba771ce01d2d.jpg'}, {'id': 756587, 'image': 'https://media.rawg.io/media/screenshots/4ae/4ae0c48856a0dab2ac276882856621ac.jpg'}, {'id': 756588, 'image': 'https://media.rawg.io/media/screenshots/a42/a42b6ec675f8336db8cf211822aeee29.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
