slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,community_rating
ufo-enemy-unknown,X-COM: UFO Defense,1,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 27, 'name': 'PlayStation', 'slug': 'playstation1'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}]",1993-12-30,False,https://media.rawg.io/media/screenshots/010/0101f021b2dc123c98969fda7e4bcd92.jpg,3.66,5,"[{'id': 5, 'title': 'exceptional', 'count': 114, 'percent': 41.3}, {'id': 4, 'title': 'recommended', 'count': 62, 'percent': 22.46}, {'id': 1, 'title': 'skip', 'count': 54, 'percent': 19.57}, {'id': 3, 'title': 'meh', 'count': 46, 'percent': 16.67}]",274,2,3525,"{'yet': 193, 'owned': 3091, 'beaten': 108, 'toplay': 24, 'dropped': 102, 'playing': 7}",,361,2024-05-29T23:31:55,20569,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 223846, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 48754, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 33335, 'image_background': 'https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg'}, {'id': 42400, 'name': 'Атмосфера', 'slug': 'atmosfera', 'language': 'rus', 'games_count': 6083, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 42421, 'name': 'Стратегия', 'slug': 'strategiia', 'language': 'rus', 'games_count': 18869, 'image_background': 'https://media.rawg.io/media/games/6fc/6fcf4cd3b17c288821388e6085bb0fc9.jpg'}, {'id': 42435, 'name': 'Шедевр', 'slug': 'shedevr', 'language': 'rus', 'games_count': 1059, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 19190, 'image_background': 'https://media.rawg.io/media/games/d82/d82990b9c67ba0d2d09d4e6fa88885a7.jpg'}, {'id': 42423, 'name': 'Научная фантастика', 'slug': 'nauchnaia-fantastika', 'language': 'rus', 'games_count': 8090, 'image_background': 'https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg'}, {'id': 42413, 'name': 'Симулятор', 'slug': 'simuliator', 'language': 'rus', 'games_count': 19182, 'image_background': 'https://media.rawg.io/media/games/6d3/6d33014a4ed48a19c30a77ead5a0f62e.jpg'}, {'id': 42420, 'name': 'Сложная', 'slug': 'slozhnaia', 'language': 'rus', 'games_count': 5298, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 42461, 'name': 'Классика', 'slug': 'klassika', 'language': 'rus', 'games_count': 1456, 'image_background': 'https://media.rawg.io/media/games/62c/62c7c8b28a27b83680b22fb9d33fc619.jpg'}, {'id': 49, 'name': 'Difficult', 'slug': 'difficult', 'language': 'eng', 'games_count': 13269, 'image_background': 'https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg'}, {'id': 193, 'name': 'Classic', 'slug': 'classic', 'language': 'eng', 'games_count': 1792, 'image_background': 'https://media.rawg.io/media/games/b54/b54598d1d5cc31899f4f0a7e3122a7b0.jpg'}, {'id': 42467, 'name': 'Ретро', 'slug': 'retro-2', 'language': 'rus', 'games_count': 7794, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 42436, 'name': 'Тактика', 'slug': 'taktika', 'language': 'rus', 'games_count': 3740, 'image_background': 'https://media.rawg.io/media/games/0bd/0bd5646a3d8ee0ac3314bced91ea306d.jpg'}, {'id': 80, 'name': 'Tactical', 'slug': 'tactical', 'language': 'eng', 'games_count': 5114, 'image_background': 'https://media.rawg.io/media/games/5cc/5cc765484c6df567ed9207c1781b88cb.jpg'}, {'id': 74, 'name': 'Retro', 'slug': 'retro', 'language': 'eng', 'games_count': 41590, 'image_background': 'https://media.rawg.io/media/games/226/2262cea0b385db6cf399f4be831603b0.jpg'}, {'id': 25, 'name': 'Space', 'slug': 'space', 'language': 'eng', 'games_count': 42839, 'image_background': 'https://media.rawg.io/media/games/daa/daaee07fcb40744d90cf8142f94a241f.jpg'}, {'id': 42424, 'name': 'Пошаговая', 'slug': 'poshagovaia', 'language': 'rus', 'games_count': 1722, 'image_background': 'https://media.rawg.io/media/games/699/69907ecf13f172e9e144069769c3be73.jpg'}, {'id': 102, 'name': 'Turn-Based', 'slug': 'turn-based', 'language': 'eng', 'games_count': 5344, 'image_background': 'https://media.rawg.io/media/games/943/9432de383089b0a427a3cdf3687b2b73.jpg'}, {'id': 42576, 'name': 'Изометрия', 'slug': 'izometriia', 'language': 'rus', 'games_count': 2002, 'image_background': 'https://media.rawg.io/media/games/f99/f9979698c43fd84c3ab69280576dd3af.jpg'}, {'id': 42426, 'name': 'Пошаговая стратегия', 'slug': 'poshagovaia-strategiia', 'language': 'rus', 'games_count': 3269, 'image_background': 'https://media.rawg.io/media/games/27c/27c86ebfba2281ebe3ea8ca6c9e752f1.jpg'}, {'id': 99, 'name': 'Isometric', 'slug': 'isometric', 'language': 'eng', 'games_count': 4467, 'image_background': 'https://media.rawg.io/media/games/963/9639183ff27251b0b686acaa6aac0297.jpg'}, {'id': 172, 'name': 'Aliens', 'slug': 'aliens', 'language': 'eng', 'games_count': 6785, 'image_background': 'https://media.rawg.io/media/games/5cc/5cc765484c6df567ed9207c1781b88cb.jpg'}, {'id': 101, 'name': 'Turn-Based Strategy', 'slug': 'turn-based-strategy', 'language': 'eng', 'games_count': 5177, 'image_background': 'https://media.rawg.io/media/games/4f4/4f4c0c0d2127fd67b1e894204029468b.jpg'}, {'id': 42485, 'name': 'Инопланетяне', 'slug': 'inoplanetiane', 'language': 'rus', 'games_count': 1853, 'image_background': 'https://media.rawg.io/media/games/e3d/e3ddc524c6292a435d01d97cc5f42ea7.jpg'}, {'id': 42484, 'name': '90-е', 'slug': '90-e', 'language': 'rus', 'games_count': 2664, 'image_background': 'https://media.rawg.io/media/games/4cb/4cb463b5588adc672124fb041f09e91c.jpg'}, {'id': 67, 'name': 'Management', 'slug': 'management', 'language': 'eng', 'games_count': 7455, 'image_background': 'https://media.rawg.io/media/games/3c9/3c994986d767f56e7b72a124a35d4c3c.jpg'}, {'id': 42550, 'name': 'Строительство базы', 'slug': 'stroitelstvo-bazy', 'language': 'rus', 'games_count': 2135, 'image_background': 'https://media.rawg.io/media/screenshots/0e6/0e60075818860647a1e6a9f9a8ebfada.jpg'}, {'id': 42512, 'name': 'Олдскул', 'slug': 'oldskul', 'language': 'rus', 'games_count': 3796, 'image_background': 'https://media.rawg.io/media/screenshots/b15/b15b55537e4fbaefe6e4b60ae4ce8d0d.jpg'}, {'id': 243, 'name': ""1990's"", 'slug': '1990s', 'language': 'eng', 'games_count': 2569, 'image_background': 'https://media.rawg.io/media/games/d2e/d2ee15fda80056efef174da4ca5ae54f.jpg'}, {'id': 180, 'name': 'Base Building', 'slug': 'base-building', 'language': 'eng', 'games_count': 1996, 'image_background': 'https://media.rawg.io/media/screenshots/88c/88c66f471e0b28d3f6711f162ef0848e_IOHyhbU.jpg'}, {'id': 42517, 'name': 'Затягивающая', 'slug': 'zatiagivaiushchaia', 'language': 'rus', 'games_count': 367, 'image_background': 'https://media.rawg.io/media/games/9e3/9e3f90e9d012bbf3f6bfa91be67d7572.jpg'}, {'id': 42546, 'name': 'Пошаговая тактика', 'slug': 'poshagovaia-taktika', 'language': 'rus', 'games_count': 3079, 'image_background': 'https://media.rawg.io/media/games/172/172dd929a1f2fcca13c3da3d83605f06.jpeg'}, {'id': 176, 'name': 'Turn-Based Tactics', 'slug': 'turn-based-tactics', 'language': 'eng', 'games_count': 2946, 'image_background': 'https://media.rawg.io/media/games/296/2965907923a45648d265b98a4fdf5942.jpg'}, {'id': 42720, 'name': 'Суровая', 'slug': 'surovaia', 'language': 'rus', 'games_count': 129, 'image_background': 'https://media.rawg.io/media/screenshots/bec/becc8aefff655f65ed8fffab2bbd5de0.jpg'}]","{'id': 2, 'name': 'Everyone 10+', 'slug': 'everyone-10-plus', 'name_en': 'Everyone 10+', 'name_ru': 'С 10 лет'}",,276,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/010/0101f021b2dc123c98969fda7e4bcd92.jpg'}, {'id': 195074, 'image': 'https://media.rawg.io/media/screenshots/f3b/f3b2c05594a9572c81092428fc60099a.jpg'}, {'id': 195075, 'image': 'https://media.rawg.io/media/screenshots/f12/f12e03e88d86727eb541a6a5c638719b.jpg'}, {'id': 195076, 'image': 'https://media.rawg.io/media/screenshots/eb1/eb17cba4194ee42966674ad7fa6c3753.jpg'}, {'id': 195077, 'image': 'https://media.rawg.io/media/screenshots/c93/c9342f0ce2b5b36256278ca603c59774.jpg'}, {'id': 195078, 'image': 'https://media.rawg.io/media/screenshots/712/7127636b4069b04fe3c82b319007159a.jpg'}, {'id': 195079, 'image': 'https://media.rawg.io/media/screenshots/901/9016d94c791742f5f269df0a54150365.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 10, 'name': 'Strategy', 'slug': 'strategy'}]",
bio-menace,Bio Menace,1,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}]",1993-08-03,False,https://media.rawg.io/media/screenshots/c4b/c4b46dbe5ef63e9e884cb4aaaa42bc0b.jpg,2.54,1,"[{'id': 1, 'title': 'skip', 'count': 37, 'percent': 38.54}, {'id': 3, 'title': 'meh', 'count': 34, 'percent': 35.42}, {'id': 4, 'title': 'recommended', 'count': 20, 'percent': 20.83}, {'id': 5, 'title': 'exceptional', 'count': 5, 'percent': 5.21}]",95,0,1676,"{'yet': 153, 'owned': 1472, 'beaten': 9, 'toplay': 5, 'dropped': 36, 'playing': 1}",,350,2023-09-02T12:20:32,17636,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 38542, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 45, 'name': '2D', 'slug': '2d', 'language': 'eng', 'games_count': 194092, 'image_background': 'https://media.rawg.io/media/games/ffe/ffed87105b14f5beff72ff44a7793fd5.jpg'}, {'id': 40845, 'name': 'Partial Controller Support', 'slug': 'partial-controller-support', 'language': 'eng', 'games_count': 11441, 'image_background': 'https://media.rawg.io/media/games/2ad/2ad87a4a69b1104f02435c14c5196095.jpg'}, {'id': 42461, 'name': 'Классика', 'slug': 'klassika', 'language': 'rus', 'games_count': 1452, 'image_background': 'https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg'}, {'id': 193, 'name': 'Classic', 'slug': 'classic', 'language': 'eng', 'games_count': 1788, 'image_background': 'https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg'}, {'id': 42463, 'name': 'Платформер', 'slug': 'platformer-2', 'language': 'rus', 'games_count': 8176, 'image_background': 'https://media.rawg.io/media/games/85c/85c8ae70e7cdf0105f06ef6bdce63b8b.jpg'}, {'id': 42467, 'name': 'Ретро', 'slug': 'retro-2', 'language': 'rus', 'games_count': 7462, 'image_background': 'https://media.rawg.io/media/games/3ef/3eff92562640e452d3487c04ba6d7fae.jpg'}]",,,96,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/c4b/c4b46dbe5ef63e9e884cb4aaaa42bc0b.jpg'}, {'id': 161391, 'image': 'https://media.rawg.io/media/screenshots/102/10283c67d34b4ccb3f73954e9fae2ddb.jpg'}, {'id': 161392, 'image': 'https://media.rawg.io/media/screenshots/3bc/3bc3f0fd5288e4010c5e02418f685637.jpg'}, {'id': 161393, 'image': 'https://media.rawg.io/media/screenshots/68a/68ac6f57dad5e355e5f1e1c64c59e344.jpg'}, {'id': 161394, 'image': 'https://media.rawg.io/media/screenshots/76e/76ed9b00578fe565f676035b1b93b9b3.jpg'}, {'id': 161395, 'image': 'https://media.rawg.io/media/screenshots/ed7/ed70040b9fab3d0da9ff95cd01a3795d.jpg'}, {'id': 161396, 'image': 'https://media.rawg.io/media/screenshots/266/266cfdd0b560c9786eef55239933aef4.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}]","[{'id': 83, 'name': 'Platformer', 'slug': 'platformer'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",
doom-2,DOOM,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4'}}, {'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one'}}, {'platform': {'id': 7, 'name': 'Nintendo Switch', 'slug': 'nintendo-switch'}}, {'platform': {'id': 21, 'name': 'Android', 'slug': 'android'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}, {'platform': {'id': 16, 'name': 'PlayStation 3', 'slug': 'playstation3'}}, {'platform': {'id': 27, 'name': 'PlayStation', 'slug': 'playstation1'}}, {'platform': {'id': 24, 'name': 'Game Boy Advance', 'slug': 'game-boy-advance'}}, {'platform': {'id': 79, 'name': 'SNES', 'slug': 'snes'}}, {'platform': {'id': 107, 'name': 'SEGA Saturn', 'slug': 'sega-saturn'}}, {'platform': {'id': 117, 'name': 'SEGA 32X', 'slug': 'sega-32x'}}, {'platform': {'id': 111, 'name': '3DO', 'slug': '3do'}}, {'platform': {'id': 112, 'name': 'Jaguar', 'slug': 'jaguar'}}]","[{'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store'}}, {'store': {'id': 8, 'name': 'Google Play', 'slug': 'google-play'}}]",1993-12-10,False,https://media.rawg.io/media/games/47b/47b50d880be8453bf9cda6e5c007bc26.jpg,4.39,5,"[{'id': 5, 'title': 'exceptional', 'count': 424, 'percent': 53.88}, {'id': 4, 'title': 'recommended', 'count': 295, 'percent': 37.48}, {'id': 3, 'title': 'meh', 'count': 43, 'percent': 5.46}, {'id': 1, 'title': 'skip', 'count': 25, 'percent': 3.18}]",779,5,1549,"{'yet': 49, 'owned': 374, 'beaten': 715, 'toplay': 78, 'dropped': 300, 'playing': 33}",83.0,433,2024-06-17T10:25:08,52884,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 224293, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 31837, 'image_background': 'https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 19245, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 16, 'name': 'Horror', 'slug': 'horror', 'language': 'eng', 'games_count': 44474, 'image_background': 'https://media.rawg.io/media/games/aa3/aa36ba4b486a03ddfaef274fb4f5afd4.jpg'}, {'id': 30, 'name': 'FPS', 'slug': 'fps', 'language': 'eng', 'games_count': 13291, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 26, 'name': 'Gore', 'slug': 'gore', 'language': 'eng', 'games_count': 5723, 'image_background': 'https://media.rawg.io/media/games/aa3/aa36ba4b486a03ddfaef274fb4f5afd4.jpg'}, {'id': 193, 'name': 'Classic', 'slug': 'classic', 'language': 'eng', 'games_count': 1794, 'image_background': 'https://media.rawg.io/media/games/e1f/e1ffbeb1bac25b19749ad285ca29e158.jpg'}, {'id': 34, 'name': 'Violent', 'slug': 'violent', 'language': 'eng', 'games_count': 6703, 'image_background': 'https://media.rawg.io/media/games/5bf/5bf88a28de96321c86561a65ee48e6c2.jpg'}, {'id': 192, 'name': 'Mature', 'slug': 'mature', 'language': 'eng', 'games_count': 3211, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}, {'id': 243, 'name': ""1990's"", 'slug': '1990s', 'language': 'eng', 'games_count': 2589, 'image_background': 'https://media.rawg.io/media/games/9e5/9e5b91a6d02e66b8d450a977a59ae123.jpg'}, {'id': 187, 'name': 'Demons', 'slug': 'demons', 'language': 'eng', 'games_count': 2544, 'image_background': 'https://media.rawg.io/media/screenshots/f8a/f8ad3beca3f31d3d5033b6442ae4713a.jpg'}, {'id': 263, 'name': 'Mars', 'slug': 'mars', 'language': 'eng', 'games_count': 976, 'image_background': 'https://media.rawg.io/media/games/734/7345371632d35f93aea61d4d38ba96b5.jpg'}, {'id': 1190, 'name': 'hell', 'slug': 'hell', 'language': 'eng', 'games_count': 1663, 'image_background': 'https://media.rawg.io/media/screenshots/36c/36cf1f6f85217619900e8101e62bf07f.jpg'}, {'id': 2100, 'name': 'violence', 'slug': 'violence', 'language': 'eng', 'games_count': 152, 'image_background': 'https://media.rawg.io/media/screenshots/64d/64db43299c3d97d7bb52955a52dd19a4.jpg'}, {'id': 72047, 'name': 'automap', 'slug': 'automap', 'language': 'eng', 'games_count': 5, 'image_background': 'https://media.rawg.io/media/screenshots/f7a/f7a19f45bbe8dfb2960ce167ad879d3e.jpg'}]","{'id': 4, 'name': 'Mature', 'slug': 'mature', 'name_en': 'Mature', 'name_ru': 'С 17 лет'}",,787,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/games/47b/47b50d880be8453bf9cda6e5c007bc26.jpg'}, {'id': 766015, 'image': 'https://media.rawg.io/media/screenshots/ed8/ed891c2d8a68424565d3a23d46f665eb.jpg'}, {'id': 729332, 'image': 'https://media.rawg.io/media/screenshots/a93/a930d68632e464389342740897f45e1d.jpg'}, {'id': 729334, 'image': 'https://media.rawg.io/media/screenshots/f92/f92d7160c5694bd519bfc9fbcd364fec.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}, {'platform': {'id': 8, 'name': 'Android', 'slug': 'android'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 11, 'name': 'SEGA', 'slug': 'sega'}}, {'platform': {'id': 12, 'name': '3DO', 'slug': '3do'}}]","[{'id': 2, 'name': 'Shooter', 'slug': 'shooter'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",
syndicate-plus,Syndicate Plus,1,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos'}}, {'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}]","[{'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}]",1993-06-05,False,https://media.rawg.io/media/screenshots/253/2537a892d72f5e49f13669e9455e1e03.jpg,2.8,1,"[{'id': 1, 'title': 'skip', 'count': 21, 'percent': 38.89}, {'id': 4, 'title': 'recommended', 'count': 13, 'percent': 24.07}, {'id': 3, 'title': 'meh', 'count': 11, 'percent': 20.37}, {'id': 5, 'title': 'exceptional', 'count': 9, 'percent': 16.67}]",54,0,1349,"{'yet': 86, 'owned': 1228, 'beaten': 10, 'toplay': 8, 'dropped': 16, 'playing': 1}",,397,2023-08-29T19:20:56,22837,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}]","{'id': 3, 'name': 'Teen', 'slug': 'teen', 'name_en': 'Teen', 'name_ru': 'С 13 лет'}",,54,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/253/2537a892d72f5e49f13669e9455e1e03.jpg'}, {'id': 220753, 'image': 'https://media.rawg.io/media/screenshots/db5/db5f82344d12c15b0565dfd3cf9b55a0.jpg'}, {'id': 220754, 'image': 'https://media.rawg.io/media/screenshots/ce1/ce1170e3c2e46948ad61154f7a764dbf.jpg'}, {'id': 220755, 'image': 'https://media.rawg.io/media/screenshots/8f4/8f41698e237131143ad49c511c117c16.jpg'}, {'id': 220756, 'image': 'https://media.rawg.io/media/screenshots/f17/f170550e8ca53b4a07d6335197eb74d4.jpg'}, {'id': 220757, 'image': 'https://media.rawg.io/media/screenshots/44d/44d6dee5df41cef46f90ea3186195070.jpg'}, {'id': 220758, 'image': 'https://media.rawg.io/media/screenshots/47d/47d1d5a3e6f3d76ea0dabb5366bc557f.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",
litil-divil,Litil Divil,1,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}, {'store': {'id': 5, 'name': 'GOG', 'slug': 'gog'}}]",1993-01-01,False,https://media.rawg.io/media/screenshots/67e/67e654f926344bd8d4f6170d43e8a45e.jpg,1.9,1,"[{'id': 1, 'title': 'skip', 'count': 23, 'percent': 58.97}, {'id': 3, 'title': 'meh', 'count': 13, 'percent': 33.33}, {'id': 4, 'title': 'recommended', 'count': 3, 'percent': 7.69}]",39,0,1203,"{'yet': 43, 'owned': 1144, 'beaten': 2, 'toplay': 3, 'dropped': 11}",,532,2023-12-18T17:51:32,20970,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 38542, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 42392, 'name': 'Приключение', 'slug': 'prikliuchenie', 'language': 'rus', 'games_count': 36505, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 42461, 'name': 'Классика', 'slug': 'klassika', 'language': 'rus', 'games_count': 1452, 'image_background': 'https://media.rawg.io/media/games/7a2/7a2500ee8b2c0e1ff268bb4479463dea.jpg'}, {'id': 193, 'name': 'Classic', 'slug': 'classic', 'language': 'eng', 'games_count': 1788, 'image_background': 'https://media.rawg.io/media/games/ee3/ee3e10193aafc3230ba1cae426967d10.jpg'}, {'id': 42467, 'name': 'Ретро', 'slug': 'retro-2', 'language': 'rus', 'games_count': 7462, 'image_background': 'https://media.rawg.io/media/games/3ef/3eff92562640e452d3487c04ba6d7fae.jpg'}, {'id': 74, 'name': 'Retro', 'slug': 'retro', 'language': 'eng', 'games_count': 41257, 'image_background': 'https://media.rawg.io/media/games/2ae/2aedae90b1377a0f3e5ce54d24f8e41a.jpg'}, {'id': 42512, 'name': 'Олдскул', 'slug': 'oldskul', 'language': 'rus', 'games_count': 3600, 'image_background': 'https://media.rawg.io/media/games/c80/c80bcf321da44d69b18a06c04d942662.jpg'}]","{'id': 2, 'name': 'Everyone 10+', 'slug': 'everyone-10-plus', 'name_en': 'Everyone 10+', 'name_ru': 'С 10 лет'}",,39,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/67e/67e654f926344bd8d4f6170d43e8a45e.jpg'}, {'id': 199436, 'image': 'https://media.rawg.io/media/screenshots/b84/b84d948cc84abfbe071ad9e8f4b4170a.jpg'}, {'id': 199437, 'image': 'https://media.rawg.io/media/screenshots/321/321f934ce3220071b50827bf06cf0f51.jpg'}, {'id': 199438, 'image': 'https://media.rawg.io/media/screenshots/3bc/3bc9959cda0fc5f7960f1696adeda09b.jpg'}, {'id': 199439, 'image': 'https://media.rawg.io/media/screenshots/d0d/d0d01392c151cbdbe75fab545e5d39ad.jpg'}, {'id': 199440, 'image': 'https://media.rawg.io/media/screenshots/b40/b4059997fb849f3c00c4631df7525789.jpg'}, {'id': 199441, 'image': 'https://media.rawg.io/media/screenshots/5c9/5c9d028335bd827588630b1daadb1b58.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}, {'id': 7, 'name': 'Puzzle', 'slug': 'puzzle'}]",
